id,created_at,email,name,country,gender,education,school,dob,age
502,2024-01-06 01:51:29,user502@example.com,User 502,Tanzania,Female,PhD,Prempeh College,1987-06-19,37
503,2024-08-09 01:51:29,user503@example.com,User 503,Uganda,Male,Bachelor,Achimota School,1989-09-15,35
504,2023-10-28 01:51:29,user504@example.com,User 504,Rwanda,Male,High School,Mfantsipim School,1986-04-06,38
505,2024-05-04 01:51:29,user505@example.com,User 505,Tanzania,Male,Master,Achimota School,1958-07-26,66
506,2024-01-09 01:51:29,user506@example.com,User 506,Nigeria,Male,Master,Presec Legon,1990-02-18,34
507,2024-06-26 01:51:29,user507@example.com,User 507,Rwanda,Male,Master,Wesley Girls High School,1989-07-04,35
508,2024-05-16 01:51:29,user508@example.com,User 508,Rwanda,Female,High School,Opoku Ware School,1991-07-12,33
509,2024-02-14 01:51:29,user509@example.com,User 509,Kenya,Male,PhD,Achimota School,1995-04-13,29
510,2023-11-25 01:51:29,user510@example.com,User 510,Nigeria,Female,High School,Opoku Ware School,1961-08-28,63
511,2024-07-25 01:51:29,user511@example.com,User 511,South Africa,Male,High School,Holy Child School,1971-12-19,52
512,2024-01-09 01:51:29,user512@example.com,User 512,Ghana,Male,PhD,Wesley Girls High School,1956-10-12,68
513,2023-10-09 01:51:29,user513@example.com,User 513,Tanzania,Female,Master,Holy Child School,1974-06-05,50
514,2024-04-12 01:51:29,user514@example.com,User 514,Uganda,Female,High School,Presec Legon,1997-01-05,27
515,2023-10-20 01:51:29,user515@example.com,User 515,Rwanda,Female,Master,Holy Child School,1955-10-28,68
516,2024-06-30 01:51:29,user516@example.com,User 516,South Africa,Male,Bachelor,Holy Child School,1974-09-23,50
517,2023-12-30 01:51:29,user517@example.com,User 517,Kenya,Female,Master,Holy Child School,1976-09-10,48
518,2024-08-03 01:51:29,user518@example.com,User 518,Kenya,Female,PhD,St. James Seminary,1981-06-16,43
519,2024-08-30 01:51:29,user519@example.com,User 519,Tanzania,Female,Master,Wesley Girls High School,1976-12-27,47
520,2024-09-09 01:51:29,user520@example.com,User 520,Rwanda,Female,Bachelor,Holy Child School,1976-03-06,48
521,2024-06-25 01:51:29,user521@example.com,User 521,Kenya,Female,PhD,Holy Child School,1979-12-13,44
522,2024-04-09 01:51:29,user522@example.com,User 522,Rwanda,Male,Master,St. Augustine's College,1960-12-21,63
523,2023-12-25 01:51:29,user523@example.com,User 523,Ethiopia,Male,High School,Opoku Ware School,1969-02-28,55
524,2024-03-06 01:51:29,user524@example.com,User 524,Ethiopia,Female,Bachelor,St. James Seminary,2000-06-14,24
525,2024-08-20 01:51:29,user525@example.com,User 525,Uganda,Female,High School,Presec Legon,1962-05-24,62
526,2024-04-09 01:51:29,user526@example.com,User 526,Tanzania,Female,High School,Wesley Girls High School,2005-05-27,19
527,2024-01-13 01:51:29,user527@example.com,User 527,Ethiopia,Female,PhD,Presec Legon,2006-08-18,18
528,2023-10-28 01:51:29,user528@example.com,User 528,South Africa,Male,PhD,St. Augustine's College,1978-10-16,45
529,2024-01-27 01:51:29,user529@example.com,User 529,Ghana,Female,High School,Opoku Ware School,1978-08-10,46
530,2024-03-24 01:51:29,user530@example.com,User 530,Rwanda,Female,Master,Presec Legon,1963-05-10,61
531,2023-12-26 01:51:29,user531@example.com,User 531,Kenya,Female,High School,St. James Seminary,1981-12-21,42
532,2024-04-11 01:51:29,user532@example.com,User 532,Uganda,Female,High School,Mfantsipim School,1999-02-14,25
533,2023-12-02 01:51:29,user533@example.com,User 533,Uganda,Male,High School,Achimota School,2001-10-19,22
534,2024-04-12 01:51:29,user534@example.com,User 534,Ghana,Male,Bachelor,Achimota School,2004-02-18,20
535,2024-04-08 01:51:29,user535@example.com,User 535,Ethiopia,Male,PhD,Wesley Girls High School,1962-09-30,62
536,2023-10-11 01:51:29,user536@example.com,User 536,Rwanda,Female,High School,Presec Legon,1975-09-07,49
537,2024-05-24 01:51:29,user537@example.com,User 537,Kenya,Female,High School,Adisadel College,1982-06-22,42
538,2024-05-21 01:51:29,user538@example.com,User 538,Kenya,Female,Master,St. James Seminary,1960-02-25,64
539,2024-05-26 01:51:29,user539@example.com,User 539,Nigeria,Male,PhD,Achimota School,2003-09-11,21
540,2024-06-03 01:51:29,user540@example.com,User 540,Rwanda,Female,PhD,Mfantsipim School,1954-10-25,69
541,2024-01-16 01:51:29,user541@example.com,User 541,Ghana,Male,Master,St. Augustine's College,2006-04-24,18
542,2024-06-14 01:51:29,user542@example.com,User 542,Ghana,Male,PhD,Prempeh College,1998-12-24,25
543,2024-05-18 01:51:29,user543@example.com,User 543,Nigeria,Male,Bachelor,St. Augustine's College,1996-02-29,28
544,2024-08-31 01:51:29,user544@example.com,User 544,Tanzania,Female,Bachelor,Wesley Girls High School,1991-03-07,33
545,2024-04-08 01:51:29,user545@example.com,User 545,South Africa,Female,PhD,Adisadel College,1981-03-04,43
546,2024-04-03 01:51:29,user546@example.com,User 546,South Africa,Female,Bachelor,St. Augustine's College,2002-02-24,22
547,2024-04-13 01:51:29,user547@example.com,User 547,Uganda,Female,Master,Presec Legon,1984-12-25,39
548,2023-11-07 01:51:29,user548@example.com,User 548,South Africa,Male,Master,Achimota School,1955-06-13,69
549,2024-08-29 01:51:29,user549@example.com,User 549,Tanzania,Female,High School,Achimota School,1966-04-03,58
550,2024-05-22 01:51:29,user550@example.com,User 550,Nigeria,Male,Bachelor,Opoku Ware School,1996-06-11,28
551,2023-12-03 01:51:29,user551@example.com,User 551,South Africa,Female,Master,Achimota School,1964-08-01,60
552,2024-05-05 01:51:29,user552@example.com,User 552,Rwanda,Male,PhD,Adisadel College,1983-04-26,41
553,2024-01-03 01:51:29,user553@example.com,User 553,Kenya,Male,Bachelor,Opoku Ware School,1987-03-27,37
554,2024-04-09 01:51:29,user554@example.com,User 554,Uganda,Female,PhD,Holy Child School,1991-12-13,32
555,2023-10-11 01:51:29,user555@example.com,User 555,Ethiopia,Male,Bachelor,Achimota School,1989-08-20,35
556,2024-08-28 01:51:29,user556@example.com,User 556,Ethiopia,Male,PhD,Achimota School,1992-09-12,32
557,2024-09-06 01:51:29,user557@example.com,User 557,Tanzania,Female,High School,Opoku Ware School,1961-03-02,63
558,2024-09-13 01:51:29,user558@example.com,User 558,South Africa,Male,PhD,Achimota School,1995-01-17,29
559,2024-06-02 01:51:29,user559@example.com,User 559,Uganda,Male,PhD,Mfantsipim School,1989-06-03,35
560,2023-12-26 01:51:29,user560@example.com,User 560,Kenya,Male,PhD,Presec Legon,1986-03-27,38
561,2024-01-22 01:51:29,user561@example.com,User 561,Kenya,Female,Bachelor,Wesley Girls High School,2004-09-05,20
562,2024-08-29 01:51:29,user562@example.com,User 562,Ethiopia,Female,Bachelor,St. Augustine's College,1982-07-22,42
563,2023-12-25 01:51:29,user563@example.com,User 563,Nigeria,Male,Bachelor,Prempeh College,1957-08-06,67
564,2023-12-19 01:51:29,user564@example.com,User 564,South Africa,Female,PhD,Adisadel College,1989-03-18,35
565,2024-07-19 01:51:29,user565@example.com,User 565,Ethiopia,Female,High School,Mfantsipim School,1982-08-11,42
566,2024-01-23 01:51:29,user566@example.com,User 566,Nigeria,Male,Bachelor,Adisadel College,1968-11-23,55
567,2024-08-22 01:51:29,user567@example.com,User 567,Rwanda,Female,Master,Holy Child School,1965-08-14,59
568,2024-06-27 01:51:29,user568@example.com,User 568,Nigeria,Female,Bachelor,Prempeh College,1989-04-27,35
569,2024-01-29 01:51:29,user569@example.com,User 569,South Africa,Female,PhD,Adisadel College,1959-09-21,65
570,2024-09-25 01:51:29,user570@example.com,User 570,Rwanda,Male,PhD,Holy Child School,1958-05-28,66
571,2024-07-24 01:51:29,user571@example.com,User 571,Nigeria,Female,Master,St. Augustine's College,1974-04-03,50
572,2023-11-16 01:51:29,user572@example.com,User 572,Tanzania,Male,High School,Prempeh College,2006-02-17,18
573,2023-11-21 01:51:29,user573@example.com,User 573,South Africa,Female,High School,Adisadel College,1956-02-13,68
574,2023-10-28 01:51:29,user574@example.com,User 574,South Africa,Female,High School,Achimota School,1985-11-13,38
575,2024-04-08 01:51:29,user575@example.com,User 575,South Africa,Female,Bachelor,St. Augustine's College,1998-12-14,25
576,2023-10-13 01:51:29,user576@example.com,User 576,Ethiopia,Male,High School,St. Augustine's College,1984-07-26,40
577,2024-05-10 01:51:29,user577@example.com,User 577,Ethiopia,Female,Bachelor,Opoku Ware School,1994-11-16,29
578,2024-01-30 01:51:29,user578@example.com,User 578,Ethiopia,Male,Master,St. Augustine's College,1955-12-08,68
579,2024-08-03 01:51:29,user579@example.com,User 579,Tanzania,Female,Bachelor,St. James Seminary,1963-10-14,60
580,2024-07-05 01:51:29,user580@example.com,User 580,Kenya,Female,Bachelor,St. Augustine's College,1992-04-01,32
581,2024-02-13 01:51:29,user581@example.com,User 581,Ghana,Female,PhD,Opoku Ware School,1980-02-03,44
582,2024-08-07 01:51:29,user582@example.com,User 582,South Africa,Female,High School,Achimota School,1981-02-26,43
583,2024-06-10 01:51:29,user583@example.com,User 583,Kenya,Female,Master,Opoku Ware School,1999-09-02,25
584,2024-03-07 01:51:29,user584@example.com,User 584,Kenya,Male,Master,Prempeh College,2004-02-20,20
585,2023-10-08 01:51:29,user585@example.com,User 585,South Africa,Male,Bachelor,Holy Child School,2002-10-20,21
586,2024-07-19 01:51:29,user586@example.com,User 586,Ghana,Female,PhD,Opoku Ware School,1964-01-18,60
587,2023-12-06 01:51:29,user587@example.com,User 587,Tanzania,Male,High School,Achimota School,1979-04-11,45
588,2024-02-11 01:51:29,user588@example.com,User 588,Kenya,Female,Master,Achimota School,1973-04-21,51
589,2024-08-14 01:51:29,user589@example.com,User 589,Uganda,Male,PhD,Wesley Girls High School,1955-07-24,69
590,2024-06-30 01:51:29,user590@example.com,User 590,Ethiopia,Female,Master,Mfantsipim School,2002-04-13,22
591,2024-07-29 01:51:29,user591@example.com,User 591,Kenya,Male,Bachelor,Prempeh College,1990-05-10,34
592,2024-04-05 01:51:29,user592@example.com,User 592,Rwanda,Male,High School,St. Augustine's College,1961-11-28,62
593,2024-06-06 01:51:29,user593@example.com,User 593,Ethiopia,Male,Master,Presec Legon,1960-08-16,64
594,2024-06-08 01:51:29,user594@example.com,User 594,Ethiopia,Female,Master,Adisadel College,1960-09-20,64
595,2023-11-08 01:51:29,user595@example.com,User 595,Tanzania,Female,PhD,Opoku Ware School,1955-01-05,69
596,2024-08-28 01:51:29,user596@example.com,User 596,Uganda,Female,Bachelor,Presec Legon,1990-05-17,34
597,2024-04-10 01:51:29,user597@example.com,User 597,Tanzania,Female,Master,Achimota School,1997-11-14,26
598,2024-03-12 01:51:29,user598@example.com,User 598,South Africa,Female,Master,Holy Child School,1967-03-11,57
599,2024-08-11 01:51:29,user599@example.com,User 599,South Africa,Female,Bachelor,Adisadel College,1966-04-23,58
600,2023-10-07 01:51:29,user600@example.com,User 600,Tanzania,Female,High School,Achimota School,2002-03-11,22
